,Genre,ID,popularity,is_exp,name,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
161,rnb,6MdqqkQ8sSC0WB4i8PyRuQ,79,False,No Diggity,Blackstreet,0.868,0.646,1,-4.674,0,0.288,0.303,0.0,0.284,0.67,88.641,4
162,rnb,3lRgzwd3g1TewI4zjgbh9V,55,False,Sensitivity,Ralph Tresvant,0.691,0.664,1,-13.074,1,0.0483,0.142,0.37,0.0836,0.688,96.951,4
163,rnb,7AjfklMN4WpQYz5FkT4E66,62,False,Lady,D'Angelo,0.815,0.364,8,-11.834,0,0.089,0.14,0.0255,0.121,0.723,84.898,4
164,rnb,4lRrk574qIHpoEEKC1zuam,64,False,At Your Best (You Are Love),Aaliyah,0.626,0.441,9,-10.637,0,0.0308,0.761,0.0138,0.0685,0.563,78.094,4
165,rnb,4cRR2gUTOerkUOW5iZpm91,59,False,Feels Good,Tony! Toni! Toné!,0.823,0.856,2,-12.006,1,0.0935,0.113,7.44e-06,0.283,0.658,117.18,4
166,rnb,5X82VFLvjpeWQlTSShqqj0,55,False,Be Happy,Mary J. Blige,0.674,0.715,10,-8.525,1,0.085,0.148,0.0,0.249,0.669,92.918,4
167,rnb,0KhXVmAN4sqeEgsqRd39f2,59,False,You Used To Love Me,Faith Evans,0.702,0.458,0,-8.195,1,0.035,0.247,1.64e-06,0.126,0.678,89.271,4
168,rnb,4Mm3eNo7eb6SM5TS6yLvwJ,58,False,Hey Mr. DJ,Zhané,0.859,0.502,2,-9.809,1,0.0575,0.0227,0.00286,0.0646,0.876,101.304,4
169,rnb,3lsse1FoSHnNXc6y0jHxvd,60,False,I Wanna Sex You Up - Single Mix,Color Me Badd,0.551,0.591,6,-8.404,0,0.12,0.00549,6.55e-06,0.0416,0.474,201.799,4
170,rnb,4wDSLkTUIpRsn3UbCzW9wV,55,False,Motownphilly - Original Version,Boyz II Men,0.756,0.858,2,-9.649,1,0.0682,0.0171,2.17e-05,0.194,0.758,114.144,4
171,rnb,47TqCCnEliDp8NRDyIQoQq,69,False,You Make Me Wanna...,Usher,0.761,0.639,5,-7.577,0,0.0539,0.0359,0.0,0.0945,0.922,164.088,4
172,rnb,3ZqjDpr3qCZnZBPcd0Hpj2,59,False,Hold On,En Vogue,0.728,0.464,1,-11.156,1,0.0605,0.0865,0.0,0.343,0.383,96.944,4
173,rnb,6l4TNbfPtNAOOlGIfceSaO,66,False,Ascension (Don't Ever Wonder),Maxwell,0.753,0.471,0,-10.48,1,0.0317,0.0805,0.0299,0.131,0.778,96.038,4
174,rnb,29rQJydAlO0uMyWvRIZxQg,66,False,That's The Way Love Goes,Janet Jackson,0.703,0.7,5,-6.789,1,0.0693,0.302,0.471,0.0718,0.582,97.675,4
175,rnb,5BE3DOk0C26VCMxxT84bec,54,False,I Love Your Smile,Shanice,0.669,0.813,5,-9.707,0,0.137,0.0119,9.58e-06,0.135,0.737,93.905,4
176,rnb,0tNuJpBgtE65diL6Q8Q7fI,67,True,On & On,Erykah Badu,0.765,0.403,11,-10.946,0,0.167,0.061,0.00559,0.204,0.295,80.386,4
177,rnb,1ckU1EhAO0Nr73QYw24SWJ,61,False,My Love Is Your Love,Whitney Houston,0.77,0.475,7,-9.512,1,0.159,0.0557,4.81e-06,0.0607,0.474,82.511,4
